Entity,Code,Date,Total confirmed cases of COVID-19 (cases)
Malaysia,MYS,28-03-2020,2161
Malaysia,MYS,29-03-2020,2320
Malaysia,MYS,30-03-2020,2470
Malaysia,MYS,31-03-2020,2626
Malaysia,MYS,01-04-2020,2626
Malaysia,MYS,02-04-2020,2908
Malaysia,MYS,03-04-2020,3116
Malaysia,MYS,04-04-2020,3333
Malaysia,MYS,05-04-2020,3483
Malaysia,MYS,06-04-2020,3662
Malaysia,MYS,07-04-2020,3793
Malaysia,MYS,08-04-2020,3963
Malaysia,MYS,09-04-2020,4119
Malaysia,MYS,10-04-2020,4228
Malaysia,MYS,11-04-2020,4346
Malaysia,MYS,12-04-2020,4530
Malaysia,MYS,13-04-2020,4683
Malaysia,MYS,14-04-2020,4817
Malaysia,MYS,15-04-2020,4987
Malaysia,MYS,16-04-2020,5072
Malaysia,MYS,17-04-2020,5182
Malaysia,MYS,18-04-2020,5251
Maldives,MDV,08-03-2020,2
Maldives,MDV,09-03-2020,4
Maldives,MDV,11-03-2020,6
Maldives,MDV,12-03-2020,8
Maldives,MDV,14-03-2020,9
Maldives,MDV,15-03-2020,9
Maldives,MDV,16-03-2020,13
Maldives,MDV,17-03-2020,13
Maldives,MDV,18-03-2020,13
Maldives,MDV,19-03-2020,13
Maldives,MDV,20-03-2020,13
Maldives,MDV,21-03-2020,13
Maldives,MDV,22-03-2020,13
Maldives,MDV,23-03-2020,13
Maldives,MDV,24-03-2020,13
Maldives,MDV,25-03-2020,13
Maldives,MDV,26-03-2020,13
Maldives,MDV,27-03-2020,13
Maldives,MDV,28-03-2020,14
Maldives,MDV,29-03-2020,16
Maldives,MDV,30-03-2020,17
Maldives,MDV,31-03-2020,17
Maldives,MDV,01-04-2020,18
Maldives,MDV,02-04-2020,19
Maldives,MDV,03-04-2020,19
Maldives,MDV,04-04-2020,19
Maldives,MDV,05-04-2020,19
Maldives,MDV,06-04-2020,19
Maldives,MDV,07-04-2020,19
Maldives,MDV,08-04-2020,19
Maldives,MDV,09-04-2020,19
Maldives,MDV,10-04-2020,19
Maldives,MDV,11-04-2020,19
Maldives,MDV,12-04-2020,19
Maldives,MDV,13-04-2020,20
Maldives,MDV,14-04-2020,20
Maldives,MDV,15-04-2020,21
Maldives,MDV,16-04-2020,21
Maldives,MDV,17-04-2020,25
Maldives,MDV,18-04-2020,29
Mali,MLI,26-03-2020,2
Mali,MLI,27-03-2020,4
Mali,MLI,28-03-2020,4
Mali,MLI,29-03-2020,9
Mali,MLI,30-03-2020,18
Mali,MLI,31-03-2020,18
Mali,MLI,01-04-2020,18
Mali,MLI,02-04-2020,28
Mali,MLI,03-04-2020,36
Mali,MLI,04-04-2020,39
Mali,MLI,05-04-2020,41
Mali,MLI,06-04-2020,45
Mali,MLI,07-04-2020,47
Mali,MLI,08-04-2020,56
Mali,MLI,09-04-2020,59
Mali,MLI,10-04-2020,59
Mali,MLI,11-04-2020,87
Mali,MLI,12-04-2020,105
Mali,MLI,13-04-2020,116
Mali,MLI,14-04-2020,123
Mali,MLI,15-04-2020,144
Mali,MLI,16-04-2020,148
Mali,MLI,17-04-2020,171
Mali,MLI,18-04-2020,190
Malta,MLT,08-03-2020,3
Malta,MLT,10-03-2020,4
Malta,MLT,12-03-2020,6
Malta,MLT,13-03-2020,9
Malta,MLT,14-03-2020,12
Malta,MLT,15-03-2020,18
Malta,MLT,16-03-2020,21
Malta,MLT,17-03-2020,30
Malta,MLT,18-03-2020,38
Malta,MLT,19-03-2020,48
Malta,MLT,20-03-2020,53
Malta,MLT,21-03-2020,64
Malta,MLT,22-03-2020,73
Malta,MLT,23-03-2020,90
Malta,MLT,24-03-2020,107
Malta,MLT,25-03-2020,120
Malta,MLT,26-03-2020,129
Malta,MLT,27-03-2020,134
Malta,MLT,28-03-2020,139
Malta,MLT,29-03-2020,149
Malta,MLT,30-03-2020,151
Malta,MLT,31-03-2020,156
Malta,MLT,01-04-2020,167
Malta,MLT,02-04-2020,188
Malta,MLT,03-04-2020,195
Malta,MLT,04-04-2020,202
Malta,MLT,05-04-2020,213
Malta,MLT,06-04-2020,234
Malta,MLT,07-04-2020,241
Malta,MLT,08-04-2020,293
Malta,MLT,09-04-2020,299
Malta,MLT,10-04-2020,337
Malta,MLT,11-04-2020,350
Malta,MLT,12-04-2020,370
Malta,MLT,13-04-2020,378
Malta,MLT,14-04-2020,384
Malta,MLT,15-04-2020,393
Malta,MLT,16-04-2020,399
Malta,MLT,17-04-2020,412
Malta,MLT,18-04-2020,422
Mauritania,MRT,15-03-2020,1
Mauritania,MRT,16-03-2020,1
Mauritania,MRT,17-03-2020,1
Mauritania,MRT,18-03-2020,1
Mauritania,MRT,19-03-2020,1
Mauritania,MRT,20-03-2020,2
Mauritania,MRT,21-03-2020,2
Mauritania,MRT,22-03-2020,2
Mauritania,MRT,23-03-2020,2
Mauritania,MRT,24-03-2020,2
Mauritania,MRT,25-03-2020,2
Mauritania,MRT,26-03-2020,2
Mauritania,MRT,27-03-2020,3
Mauritania,MRT,28-03-2020,3
Mauritania,MRT,29-03-2020,5
Mauritania,MRT,30-03-2020,5
Mauritania,MRT,31-03-2020,5
Mauritania,MRT,01-04-2020,5
Mauritania,MRT,02-04-2020,5
Mauritania,MRT,03-04-2020,6
Mauritania,MRT,04-04-2020,6
Mauritania,MRT,05-04-2020,6
Mauritania,MRT,06-04-2020,6
Mauritania,MRT,07-04-2020,6
Mauritania,MRT,08-04-2020,6
Mauritania,MRT,09-04-2020,6
Mauritania,MRT,10-04-2020,7
Mauritania,MRT,11-04-2020,7
Mauritania,MRT,12-04-2020,7
Mauritania,MRT,13-04-2020,7
Mauritania,MRT,14-04-2020,7
Mauritania,MRT,15-04-2020,7
Mauritania,MRT,16-04-2020,7
Mauritania,MRT,17-04-2020,7
Mauritania,MRT,18-04-2020,7
Mauritius,MUS,20-03-2020,3
Mauritius,MUS,21-03-2020,12
Mauritius,MUS,22-03-2020,14
Mauritius,MUS,23-03-2020,28
Mauritius,MUS,24-03-2020,36
Mauritius,MUS,25-03-2020,42
Mauritius,MUS,26-03-2020,48
Mauritius,MUS,27-03-2020,81
Mauritius,MUS,28-03-2020,94
Mauritius,MUS,29-03-2020,102
Mauritius,MUS,30-03-2020,110
Mauritius,MUS,31-03-2020,128
Mauritius,MUS,01-04-2020,143
Mauritius,MUS,02-04-2020,154
Mauritius,MUS,03-04-2020,169
Mauritius,MUS,04-04-2020,186
Mauritius,MUS,05-04-2020,196
Mauritius,MUS,06-04-2020,227
Mauritius,MUS,07-04-2020,244
Mauritius,MUS,08-04-2020,268
Mauritius,MUS,09-04-2020,273
Mauritius,MUS,10-04-2020,314
Mauritius,MUS,11-04-2020,318
Mauritius,MUS,12-04-2020,319
Mauritius,MUS,13-04-2020,324
Mauritius,MUS,14-04-2020,324
Mauritius,MUS,15-04-2020,324
Mauritius,MUS,16-04-2020,324
Mauritius,MUS,17-04-2020,324
Mauritius,MUS,18-04-2020,324
Mexico,MEX,31-12-2019,0
Mexico,MEX,01-01-2020,0
Mexico,MEX,02-01-2020,0
Mexico,MEX,03-01-2020,0
Mexico,MEX,04-01-2020,0
Mexico,MEX,05-01-2020,0
Mexico,MEX,06-01-2020,0
Mexico,MEX,07-01-2020,0
Mexico,MEX,08-01-2020,0
Mexico,MEX,09-01-2020,0
Mexico,MEX,10-01-2020,0
Mexico,MEX,11-01-2020,0
Mexico,MEX,12-01-2020,0
Mexico,MEX,13-01-2020,0
Mexico,MEX,14-01-2020,0
Mexico,MEX,15-01-2020,0
Mexico,MEX,16-01-2020,0
Mexico,MEX,17-01-2020,0
Mexico,MEX,18-01-2020,0
Mexico,MEX,19-01-2020,0
Mexico,MEX,20-01-2020,0
Mexico,MEX,21-01-2020,0
Mexico,MEX,22-01-2020,0
Mexico,MEX,23-01-2020,0
Mexico,MEX,24-01-2020,0
Mexico,MEX,25-01-2020,0
Mexico,MEX,26-01-2020,0
Mexico,MEX,27-01-2020,0
Mexico,MEX,28-01-2020,0
Mexico,MEX,29-01-2020,0
Mexico,MEX,30-01-2020,0
Mexico,MEX,31-01-2020,0
Mexico,MEX,01-02-2020,0
Mexico,MEX,02-02-2020,0
Mexico,MEX,03-02-2020,0
Mexico,MEX,04-02-2020,0
Mexico,MEX,05-02-2020,0
Mexico,MEX,06-02-2020,0
Mexico,MEX,07-02-2020,0
Mexico,MEX,08-02-2020,0
Mexico,MEX,09-02-2020,0
Mexico,MEX,10-02-2020,0
Mexico,MEX,11-02-2020,0
Mexico,MEX,12-02-2020,0
Mexico,MEX,13-02-2020,0
Mexico,MEX,14-02-2020,0
Mexico,MEX,15-02-2020,0
Mexico,MEX,16-02-2020,0
Mexico,MEX,17-02-2020,0
Mexico,MEX,18-02-2020,0
Mexico,MEX,19-02-2020,0
Mexico,MEX,20-02-2020,0
Mexico,MEX,21-02-2020,0
Mexico,MEX,22-02-2020,0
Mexico,MEX,23-02-2020,0
Mexico,MEX,24-02-2020,0
Mexico,MEX,25-02-2020,0
Mexico,MEX,26-02-2020,0
Mexico,MEX,27-02-2020,0
Mexico,MEX,28-02-2020,0
Mexico,MEX,29-02-2020,2
Mexico,MEX,01-03-2020,4
Mexico,MEX,02-03-2020,5
Mexico,MEX,09-03-2020,7
Mexico,MEX,12-03-2020,11
Mexico,MEX,13-03-2020,16
Mexico,MEX,14-03-2020,26
Mexico,MEX,15-03-2020,41
Mexico,MEX,16-03-2020,53
Mexico,MEX,17-03-2020,82
Mexico,MEX,18-03-2020,93
Mexico,MEX,19-03-2020,118
Mexico,MEX,20-03-2020,164
Mexico,MEX,21-03-2020,203
Mexico,MEX,22-03-2020,251
Mexico,MEX,23-03-2020,316
Mexico,MEX,24-03-2020,367
Mexico,MEX,25-03-2020,405
Mexico,MEX,26-03-2020,475
Mexico,MEX,27-03-2020,585
Mexico,MEX,28-03-2020,717
Mexico,MEX,29-03-2020,848
Mexico,MEX,30-03-2020,993
Mexico,MEX,31-03-2020,1094
Mexico,MEX,01-04-2020,1215
Mexico,MEX,02-04-2020,1378
Mexico,MEX,03-04-2020,1510
Mexico,MEX,04-04-2020,1688
Mexico,MEX,05-04-2020,1890
Mexico,MEX,06-04-2020,2143
Mexico,MEX,07-04-2020,2439
Mexico,MEX,08-04-2020,2785
Mexico,MEX,09-04-2020,3181
Mexico,MEX,10-04-2020,3441
Mexico,MEX,11-04-2020,3844
Mexico,MEX,12-04-2020,4219
Mexico,MEX,13-04-2020,4661
Mexico,MEX,14-04-2020,5014
Mexico,MEX,15-04-2020,5399
Mexico,MEX,16-04-2020,5847
Mexico,MEX,17-04-2020,6297
Mexico,MEX,18-04-2020,6875
Moldova,MDA,08-03-2020,1
Moldova,MDA,11-03-2020,3
Moldova,MDA,12-03-2020,4
Moldova,MDA,13-03-2020,6
Moldova,MDA,14-03-2020,8
Moldova,MDA,15-03-2020,20
Moldova,MDA,16-03-2020,23
Moldova,MDA,17-03-2020,29
Moldova,MDA,18-03-2020,30
Moldova,MDA,19-03-2020,36
Moldova,MDA,20-03-2020,49
Moldova,MDA,21-03-2020,66
Moldova,MDA,22-03-2020,80
Moldova,MDA,23-03-2020,94
Moldova,MDA,24-03-2020,109
Moldova,MDA,25-03-2020,125
Moldova,MDA,26-03-2020,149
Moldova,MDA,27-03-2020,177
Moldova,MDA,28-03-2020,199
Moldova,MDA,29-03-2020,231
Moldova,MDA,30-03-2020,263
Moldova,MDA,31-03-2020,298
Moldova,MDA,01-04-2020,353
Moldova,MDA,02-04-2020,423
Moldova,MDA,03-04-2020,505
Moldova,MDA,04-04-2020,591
Moldova,MDA,05-04-2020,752
Moldova,MDA,06-04-2020,864
Moldova,MDA,07-04-2020,965
Moldova,MDA,08-04-2020,1056
Moldova,MDA,09-04-2020,1174
Moldova,MDA,10-04-2020,1289
Moldova,MDA,11-04-2020,1438
Moldova,MDA,12-04-2020,1560
Moldova,MDA,13-04-2020,1662
Moldova,MDA,14-04-2020,1712
Moldova,MDA,15-04-2020,1934
Moldova,MDA,16-04-2020,2049
Moldova,MDA,17-04-2020,2154
Moldova,MDA,18-04-2020,2264
Monaco,MCO,31-12-2019,0
Monaco,MCO,01-01-2020,0
Monaco,MCO,02-01-2020,0
Monaco,MCO,03-01-2020,0
Monaco,MCO,04-01-2020,0
Monaco,MCO,05-01-2020,0
Monaco,MCO,06-01-2020,0
Monaco,MCO,07-01-2020,0
Monaco,MCO,08-01-2020,0
Monaco,MCO,09-01-2020,0
Monaco,MCO,10-01-2020,0
Monaco,MCO,11-01-2020,0
Monaco,MCO,12-01-2020,0
Monaco,MCO,13-01-2020,0
Monaco,MCO,14-01-2020,0
Monaco,MCO,15-01-2020,0
Monaco,MCO,16-01-2020,0
Monaco,MCO,17-01-2020,0
Monaco,MCO,18-01-2020,0
Monaco,MCO,19-01-2020,0
Monaco,MCO,20-01-2020,0
Monaco,MCO,21-01-2020,0
Monaco,MCO,22-01-2020,0
Monaco,MCO,23-01-2020,0
Monaco,MCO,24-01-2020,0
Monaco,MCO,25-01-2020,0
Monaco,MCO,26-01-2020,0
Monaco,MCO,27-01-2020,0
Monaco,MCO,28-01-2020,0
Monaco,MCO,29-01-2020,0
Monaco,MCO,30-01-2020,0
Monaco,MCO,31-01-2020,0
Monaco,MCO,01-02-2020,0
Monaco,MCO,02-02-2020,0
Monaco,MCO,03-02-2020,0
Monaco,MCO,04-02-2020,0
Monaco,MCO,05-02-2020,0
Monaco,MCO,06-02-2020,0
Monaco,MCO,07-02-2020,0
Monaco,MCO,08-02-2020,0
Monaco,MCO,09-02-2020,0
Monaco,MCO,10-02-2020,0
Monaco,MCO,11-02-2020,0
Monaco,MCO,12-02-2020,0
Monaco,MCO,13-02-2020,0
Monaco,MCO,14-02-2020,0
Monaco,MCO,15-02-2020,0
Monaco,MCO,16-02-2020,0
Monaco,MCO,17-02-2020,0
Monaco,MCO,18-02-2020,0
Monaco,MCO,19-02-2020,0
Monaco,MCO,20-02-2020,0
Monaco,MCO,21-02-2020,0
Monaco,MCO,22-02-2020,0
Monaco,MCO,23-02-2020,0
Monaco,MCO,24-02-2020,0
Monaco,MCO,25-02-2020,0
Monaco,MCO,26-02-2020,0
Monaco,MCO,27-02-2020,0
Monaco,MCO,28-02-2020,0
Monaco,MCO,29-02-2020,1
Monaco,MCO,01-03-2020,1
Monaco,MCO,02-03-2020,1
Monaco,MCO,15-03-2020,3
Monaco,MCO,16-03-2020,7
Monaco,MCO,17-03-2020,9
Monaco,MCO,18-03-2020,9
Monaco,MCO,19-03-2020,9
Monaco,MCO,20-03-2020,11
Monaco,MCO,21-03-2020,12
Monaco,MCO,22-03-2020,18
Monaco,MCO,23-03-2020,23
Monaco,MCO,24-03-2020,23
Monaco,MCO,25-03-2020,27
Monaco,MCO,26-03-2020,31
Monaco,MCO,27-03-2020,33
Monaco,MCO,28-03-2020,42
Monaco,MCO,29-03-2020,43
Monaco,MCO,30-03-2020,46
Monaco,MCO,31-03-2020,49
Monaco,MCO,01-04-2020,52
Monaco,MCO,02-04-2020,55
Monaco,MCO,03-04-2020,60
Monaco,MCO,04-04-2020,64
Monaco,MCO,05-04-2020,66
Monaco,MCO,06-04-2020,73
Monaco,MCO,07-04-2020,77
Monaco,MCO,08-04-2020,79
Monaco,MCO,09-04-2020,81
Monaco,MCO,10-04-2020,84
Monaco,MCO,11-04-2020,90
Monaco,MCO,12-04-2020,92
Monaco,MCO,13-04-2020,93
Monaco,MCO,14-04-2020,93
Monaco,MCO,15-04-2020,93
Monaco,MCO,16-04-2020,93
Monaco,MCO,17-04-2020,93
Monaco,MCO,18-04-2020,94
Mongolia,MNG,10-03-2020,1
Mongolia,MNG,15-03-2020,1
Mongolia,MNG,18-03-2020,4
Mongolia,MNG,19-03-2020,5
Mongolia,MNG,20-03-2020,5
Mongolia,MNG,21-03-2020,6
Mongolia,MNG,22-03-2020,10
Mongolia,MNG,23-03-2020,10
Mongolia,MNG,24-03-2020,10
Mongolia,MNG,25-03-2020,10
Mongolia,MNG,26-03-2020,10
Mongolia,MNG,27-03-2020,11
Mongolia,MNG,28-03-2020,11
Mongolia,MNG,29-03-2020,12
Mongolia,MNG,30-03-2020,12
Mongolia,MNG,31-03-2020,12
Mongolia,MNG,01-04-2020,12
Mongolia,MNG,02-04-2020,14
Mongolia,MNG,03-04-2020,14
Mongolia,MNG,04-04-2020,14
Mongolia,MNG,05-04-2020,14
Mongolia,MNG,06-04-2020,14
Mongolia,MNG,07-04-2020,15
Mongolia,MNG,08-04-2020,15
Mongolia,MNG,09-04-2020,16
Mongolia,MNG,10-04-2020,16
Mongolia,MNG,11-04-2020,16
Mongolia,MNG,12-04-2020,16
Mongolia,MNG,13-04-2020,16
Mongolia,MNG,14-04-2020,16
Mongolia,MNG,15-04-2020,30
Mongolia,MNG,16-04-2020,30
Mongolia,MNG,17-04-2020,31
Mongolia,MNG,18-04-2020,31
Montenegro,MNE,18-03-2020,2
Montenegro,MNE,19-03-2020,8
Montenegro,MNE,20-03-2020,13
Montenegro,MNE,21-03-2020,14
Montenegro,MNE,22-03-2020,14
Montenegro,MNE,23-03-2020,21
Montenegro,MNE,24-03-2020,27
Montenegro,MNE,25-03-2020,47
Montenegro,MNE,26-03-2020,53
Montenegro,MNE,27-03-2020,67
Montenegro,MNE,28-03-2020,75
Montenegro,MNE,29-03-2020,84
Montenegro,MNE,30-03-2020,85
Montenegro,MNE,31-03-2020,91
Montenegro,MNE,01-04-2020,109
Montenegro,MNE,02-04-2020,123
Montenegro,MNE,03-04-2020,144
Montenegro,MNE,04-04-2020,174
Montenegro,MNE,05-04-2020,201
Montenegro,MNE,06-04-2020,214
Montenegro,MNE,07-04-2020,233
Montenegro,MNE,08-04-2020,241
Montenegro,MNE,09-04-2020,249
Montenegro,MNE,10-04-2020,252
Montenegro,MNE,11-04-2020,257
Montenegro,MNE,12-04-2020,263
Montenegro,MNE,13-04-2020,272
Montenegro,MNE,14-04-2020,274
Montenegro,MNE,15-04-2020,283
Montenegro,MNE,16-04-2020,288
Montenegro,MNE,17-04-2020,303
Montenegro,MNE,18-04-2020,303
Montserrat,MSR,21-03-2020,1
Montserrat,MSR,22-03-2020,1
Montserrat,MSR,23-03-2020,1
Montserrat,MSR,24-03-2020,1
Montserrat,MSR,25-03-2020,1
Montserrat,MSR,26-03-2020,1
Montserrat,MSR,27-03-2020,5
Montserrat,MSR,28-03-2020,5
Montserrat,MSR,29-03-2020,5
Montserrat,MSR,30-03-2020,5
Montserrat,MSR,31-03-2020,5
Montserrat,MSR,02-04-2020,5
Montserrat,MSR,03-04-2020,5
Montserrat,MSR,04-04-2020,5
Montserrat,MSR,05-04-2020,6
Montserrat,MSR,06-04-2020,6
Montserrat,MSR,07-04-2020,6
Montserrat,MSR,08-04-2020,6
Montserrat,MSR,09-04-2020,9
Montserrat,MSR,10-04-2020,9
Montserrat,MSR,11-04-2020,9
Montserrat,MSR,12-04-2020,9
Montserrat,MSR,13-04-2020,11
Montserrat,MSR,14-04-2020,11
Montserrat,MSR,15-04-2020,11
Montserrat,MSR,16-04-2020,11
Montserrat,MSR,17-04-2020,11
Montserrat,MSR,18-04-2020,11
Morocco,MAR,03-03-2020,1
Morocco,MAR,06-03-2020,2
Morocco,MAR,12-03-2020,5
Morocco,MAR,13-03-2020,6
Morocco,MAR,14-03-2020,7
Morocco,MAR,15-03-2020,18
Morocco,MAR,16-03-2020,28
Morocco,MAR,17-03-2020,37
Morocco,MAR,18-03-2020,44
Morocco,MAR,19-03-2020,54
Morocco,MAR,20-03-2020,63
Morocco,MAR,21-03-2020,86
Morocco,MAR,22-03-2020,96
Morocco,MAR,23-03-2020,115
Morocco,MAR,24-03-2020,134
Morocco,MAR,25-03-2020,170
Morocco,MAR,26-03-2020,225
Morocco,MAR,27-03-2020,275
Morocco,MAR,28-03-2020,345
Morocco,MAR,29-03-2020,358
Morocco,MAR,30-03-2020,479
Morocco,MAR,31-03-2020,556
Morocco,MAR,01-04-2020,617
Morocco,MAR,02-04-2020,654
Morocco,MAR,03-04-2020,708
Morocco,MAR,04-04-2020,708
Morocco,MAR,05-04-2020,919
Morocco,MAR,06-04-2020,1021
Morocco,MAR,07-04-2020,1120
Morocco,MAR,08-04-2020,1184
Morocco,MAR,09-04-2020,1275
Morocco,MAR,10-04-2020,1374
Morocco,MAR,11-04-2020,1448
Morocco,MAR,12-04-2020,1545
Morocco,MAR,13-04-2020,1661
Morocco,MAR,14-04-2020,1763
Morocco,MAR,15-04-2020,1888
Morocco,MAR,16-04-2020,2024
Morocco,MAR,17-04-2020,2283
Morocco,MAR,18-04-2020,2564
Mozambique,MOZ,23-03-2020,1
Mozambique,MOZ,24-03-2020,1
Mozambique,MOZ,25-03-2020,1
Mozambique,MOZ,26-03-2020,5
Mozambique,MOZ,27-03-2020,7
Mozambique,MOZ,28-03-2020,7
Mozambique,MOZ,29-03-2020,8
Mozambique,MOZ,30-03-2020,8
Mozambique,MOZ,31-03-2020,8
Mozambique,MOZ,01-04-2020,8
Mozambique,MOZ,02-04-2020,10
Mozambique,MOZ,03-04-2020,10
Mozambique,MOZ,04-04-2020,10
Mozambique,MOZ,05-04-2020,10
Mozambique,MOZ,06-04-2020,10
Mozambique,MOZ,07-04-2020,10
Mozambique,MOZ,08-04-2020,10
Mozambique,MOZ,09-04-2020,17
Mozambique,MOZ,10-04-2020,17
Mozambique,MOZ,11-04-2020,20
Mozambique,MOZ,12-04-2020,20
Mozambique,MOZ,13-04-2020,21
Mozambique,MOZ,14-04-2020,27
Mozambique,MOZ,15-04-2020,28
Mozambique,MOZ,16-04-2020,29
Mozambique,MOZ,17-04-2020,31
Mozambique,MOZ,18-04-2020,34
Myanmar,MMR,17-03-2020,0
Myanmar,MMR,24-03-2020,2
Myanmar,MMR,25-03-2020,3
Myanmar,MMR,26-03-2020,3
Myanmar,MMR,27-03-2020,5
Myanmar,MMR,28-03-2020,5
Myanmar,MMR,29-03-2020,8
Myanmar,MMR,30-03-2020,8
Myanmar,MMR,31-03-2020,14
Myanmar,MMR,01-04-2020,15
Myanmar,MMR,02-04-2020,16
Myanmar,MMR,03-04-2020,20
Myanmar,MMR,04-04-2020,20
Myanmar,MMR,05-04-2020,21
Myanmar,MMR,06-04-2020,21
Myanmar,MMR,07-04-2020,22
Myanmar,MMR,08-04-2020,22
Myanmar,MMR,09-04-2020,22
Myanmar,MMR,10-04-2020,27
Myanmar,MMR,11-04-2020,28
Myanmar,MMR,12-04-2020,31
Myanmar,MMR,13-04-2020,41
Myanmar,MMR,14-04-2020,62
Myanmar,MMR,15-04-2020,74
Myanmar,MMR,16-04-2020,74
Myanmar,MMR,17-04-2020,85
Myanmar,MMR,18-04-2020,94
Namibia,NAM,15-03-2020,2
Namibia,NAM,16-03-2020,2
Namibia,NAM,17-03-2020,2
Namibia,NAM,18-03-2020,2
Namibia,NAM,19-03-2020,2
Namibia,NAM,20-03-2020,2
Namibia,NAM,21-03-2020,3
Namibia,NAM,22-03-2020,3
Namibia,NAM,23-03-2020,3
Namibia,NAM,24-03-2020,3
Namibia,NAM,25-03-2020,3
Namibia,NAM,26-03-2020,4
Namibia,NAM,27-03-2020,8
Namibia,NAM,28-03-2020,8
Namibia,NAM,29-03-2020,8
Namibia,NAM,30-03-2020,11
Namibia,NAM,31-03-2020,11
Namibia,NAM,01-04-2020,11
Namibia,NAM,02-04-2020,13
Namibia,NAM,03-04-2020,13
Namibia,NAM,04-04-2020,14
Namibia,NAM,05-04-2020,14
Namibia,NAM,06-04-2020,16
Namibia,NAM,07-04-2020,16
Namibia,NAM,08-04-2020,16
Namibia,NAM,09-04-2020,16
Namibia,NAM,10-04-2020,16
Namibia,NAM,11-04-2020,16
Namibia,NAM,12-04-2020,16
Namibia,NAM,13-04-2020,16
Namibia,NAM,14-04-2020,16
Namibia,NAM,15-04-2020,16
Namibia,NAM,16-04-2020,16
Namibia,NAM,17-04-2020,16
Namibia,NAM,18-04-2020,16
Nepal,NPL,31-12-2019,0
Nepal,NPL,01-01-2020,0
Nepal,NPL,02-01-2020,0
Nepal,NPL,03-01-2020,0
Nepal,NPL,04-01-2020,0
Nepal,NPL,05-01-2020,0
Nepal,NPL,06-01-2020,0
Nepal,NPL,07-01-2020,0
Nepal,NPL,08-01-2020,0
Nepal,NPL,09-01-2020,0
Nepal,NPL,10-01-2020,0
Nepal,NPL,11-01-2020,0
Nepal,NPL,12-01-2020,0
Nepal,NPL,13-01-2020,0
Nepal,NPL,14-01-2020,0
Nepal,NPL,15-01-2020,0
Nepal,NPL,16-01-2020,0
Nepal,NPL,17-01-2020,0
Nepal,NPL,18-01-2020,0
Nepal,NPL,19-01-2020,0
Nepal,NPL,20-01-2020,0
Nepal,NPL,21-01-2020,0
Nepal,NPL,22-01-2020,0
Nepal,NPL,23-01-2020,0
Nepal,NPL,24-01-2020,0
Nepal,NPL,25-01-2020,1
Nepal,NPL,26-01-2020,1
Nepal,NPL,27-01-2020,1
Nepal,NPL,28-01-2020,1
Nepal,NPL,29-01-2020,1
Nepal,NPL,30-01-2020,1
Nepal,NPL,31-01-2020,1
Nepal,NPL,01-02-2020,1
Nepal,NPL,02-02-2020,1
Nepal,NPL,03-02-2020,1
Nepal,NPL,04-02-2020,1
Nepal,NPL,05-02-2020,1
Nepal,NPL,06-02-2020,1
Nepal,NPL,07-02-2020,1
Nepal,NPL,08-02-2020,1
Nepal,NPL,09-02-2020,1
Nepal,NPL,10-02-2020,1
Nepal,NPL,11-02-2020,1
Nepal,NPL,12-02-2020,1
Nepal,NPL,13-02-2020,1
Nepal,NPL,14-02-2020,1
Nepal,NPL,15-02-2020,1
Nepal,NPL,16-02-2020,1
Nepal,NPL,17-02-2020,1
Nepal,NPL,18-02-2020,1
Nepal,NPL,19-02-2020,1
Nepal,NPL,20-02-2020,1
Nepal,NPL,21-02-2020,1
Nepal,NPL,22-02-2020,1
Nepal,NPL,23-02-2020,1
Nepal,NPL,24-02-2020,1
Nepal,NPL,25-02-2020,1
Nepal,NPL,26-02-2020,1
Nepal,NPL,27-02-2020,1
Nepal,NPL,28-02-2020,1
Nepal,NPL,29-02-2020,1
Nepal,NPL,01-03-2020,1
Nepal,NPL,02-03-2020,1
Nepal,NPL,15-03-2020,1
Nepal,NPL,17-03-2020,1
Nepal,NPL,18-03-2020,1
Nepal,NPL,19-03-2020,1
Nepal,NPL,20-03-2020,1
Nepal,NPL,21-03-2020,1
Nepal,NPL,22-03-2020,1
Nepal,NPL,23-03-2020,1
Nepal,NPL,24-03-2020,2
Nepal,NPL,25-03-2020,3
Nepal,NPL,26-03-2020,3
Nepal,NPL,27-03-2020,3
Nepal,NPL,28-03-2020,3
Nepal,NPL,29-03-2020,5
Nepal,NPL,30-03-2020,5
Nepal,NPL,31-03-2020,5
Nepal,NPL,01-04-2020,5
Nepal,NPL,02-04-2020,5
Nepal,NPL,03-04-2020,5
Nepal,NPL,04-04-2020,6
Nepal,NPL,05-04-2020,6
Nepal,NPL,06-04-2020,9
Nepal,NPL,07-04-2020,9
Nepal,NPL,08-04-2020,9
Nepal,NPL,09-04-2020,9
Nepal,NPL,10-04-2020,9
Nepal,NPL,11-04-2020,9
Nepal,NPL,12-04-2020,9
Nepal,NPL,13-04-2020,12
Nepal,NPL,14-04-2020,14
Nepal,NPL,15-04-2020,16
Nepal,NPL,16-04-2020,16
Nepal,NPL,17-04-2020,16
Nepal,NPL,18-04-2020,30
Netherlands,NLD,31-12-2019,0
Netherlands,NLD,01-01-2020,0
Netherlands,NLD,02-01-2020,0
Netherlands,NLD,03-01-2020,0
Netherlands,NLD,04-01-2020,0
Netherlands,NLD,05-01-2020,0
Netherlands,NLD,06-01-2020,0
Netherlands,NLD,07-01-2020,0
Netherlands,NLD,08-01-2020,0
